encounter_datetime,park_area_id,city_agency,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 04:02:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 04:03:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:02:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:35:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:50:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 04:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:50:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 04:00:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 04:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:55:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:52:00 PM,M010-195,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 03:47:00 PM,M071-08,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:47:00 PM,Q008,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
07/05/2020 03:46:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:45:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 12:25:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:42:00 PM,X045,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 12:35:00 PM,X045,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:39:00 PM,Q102,DEP,Social distancing,Social Distancing,8,1,Soccer field,,,,,Queens
07/05/2020 03:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:20:00 PM,Q004,DEP,Social distancing,Social Distancing,5,0,Walking path,,,,,Queens
07/05/2020 12:40:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:30:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:25:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
,Q024,DEP,Social distancing,Social Distancing,4,0,Walking path,,,,,Queens
07/05/2020 03:25:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 12:25:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:20:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:21:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:21:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:15:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 03:13:00 PM,Q102-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:40:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 01:00:00 PM,Q099,DEP,Social distancing,Social Distancing,0,15,Open field/multi-purpose play area,,,,,Queens
07/05/2020 03:08:00 PM,Q005-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 03:00:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
07/05/2020 03:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:53:00 PM,M056-03,DOHMH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 03:00:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 03:02:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:34:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/04/2020 03:00:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:24:00 PM,M056,DOHMH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
,Q005-04,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/06/2020 03:00:00 PM,B544,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 02:57:00 AM,M010-241,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 02:55:00 PM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 03:00:00 PM,Q356,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:49:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:45:00 PM,Q099,DEP,Social distancing,Social Distancing,30,30,Soccer field,,,,,Queens
07/05/2020 02:30:00 PM,B018-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 02:44:00 PM,Q102,DEP,Social distancing,Social Distancing,9,0,Walking path,,,,,Queens
07/05/2020 02:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:35:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:55:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:30:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:30:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:30:00 PM,R031,DEP,Social distancing,Social Distancing,90,20,Open field/multi-purpose play area,,,,,Staten Island
07/05/2020 02:00:00 PM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:00:00 PM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 02:25:00 PM,B082-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 02:00:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 02:25:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:30:00 PM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:18:00 PM,X118,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:05:00 PM,Q001,HPD,Social distancing,Social Distancing,15,0,Open field/multi-purpose play area,,,,,Queens
07/05/2020 02:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 01:30:00 PM,X092-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/06/2020 02:00:00 PM,B544,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 02:15:00 PM,M353,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 01:45:00 PM,B018,DEP,Social distancing,Social Distancing,20,0,Baseball field,,,,,Brooklyn
07/05/2020 01:00:00 PM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 02:11:00 PM,Q356,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:11:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:00:00 PM,Q001,HPD,Social distancing,Social Distancing,0,15,Open field/multi-purpose play area,,,,,Queens
07/05/2020 02:09:00 PM,Q008,DEP,Social distancing,Social Distancing,4,0,Walking path,,,,,Queens
,Q005-04,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:30:00 PM,B018,DEP,Social distancing,Social Distancing,40,2,Baseball field,,,,,Brooklyn
07/05/2020 02:04:00 PM,Q102,DEP,Social distancing,Social Distancing,6,0,Bench/sitting area,,,,,Queens
07/05/2020 02:00:00 PM,Q448-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 02:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:55:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 01:55:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,Q024,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:53:00 PM,Q024,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:19:00 PM,Q099-16,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,Q099,DEP,Social distancing,Social Distancing,18,3,Open field/multi-purpose play area,,,,,Queens
,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/04/2020 01:48:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:40:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:46:00 PM,M010-193,DOB,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 01:30:00 PM,Q099,HPD,Social distancing,Social Distancing,12,,Open field/multi-purpose play area,,,,,Queens
07/05/2020 12:30:00 PM,X126,DOC,Social distancing,Social Distancing,0,20,Playground,,,,,Bronx
07/05/2020 01:43:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:30:00 PM,Q001,DEP,Social distancing,Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
07/05/2020 01:39:00 PM,Q008,DEP,Social distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/05/2020 01:30:00 PM,B218,DOHMH,Social distancing,Social Distancing,0,6,Open field/multi-purpose play area,,,,,Brooklyn
07/05/2020 01:15:00 PM,Q048,HPD,Social distancing,Social Distancing,45,15,Open field/multi-purpose play area,,,,,Queens
07/05/2020 01:38:00 PM,B217,PEU,Social distancing,Social Distancing,8,0,Bench/sitting area,,,,,Brooklyn
07/05/2020 01:37:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:34:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 12:25:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:39:00 AM,M010-188,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 01:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 01:27:00 PM,Q102-02,DEP,Social distancing,Social Distancing,7,1,Bench/sitting area,,,,,Queens
07/05/2020 01:27:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:25:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 01:25:00 PM,M353,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 01:26:00 PM,M010-187,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/05/2020 01:20:00 PM,Q004,DEP,Social distancing,Social Distancing,3,0,Bench/sitting area,,,,,Queens
07/05/2020 01:22:00 PM,Q448-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:00:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 12:30:00 PM,M099,DEP,Social distancing,Social Distancing,10,0,Walking path,,,,,Manhattan
07/05/2020 01:19:00 PM,Q099-16,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:00:00 PM,Q001,HPD,Social distancing,Social Distancing,0,15,Open field/multi-purpose play area,,,,,Queens
07/05/2020 01:17:00 PM,B082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 11:35:00 AM,Q001,HPD,Social distancing,Social Distancing,0,14,Baseball field,,,,,Queens
07/05/2020 01:11:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:08:00 PM,Q448-99,PEU,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:06:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:05:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 01:06:00 PM,M010-164,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
07/06/2020 01:00:00 PM,B544,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/05/2020 12:00:00 PM,B544,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 01:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 01:02:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/04/2020 06:00:00 PM,B544,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 12:50:00 PM,B217,PEU,Social distancing,Social Distancing,6,0,Bench/sitting area,,,,,Brooklyn
07/05/2020 12:45:00 PM,Q001,DEP,Social distancing,Social Distancing,12,0,Bench/sitting area,,,,,Queens
07/05/2020 12:52:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 12:50:00 PM,B018-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
07/05/2020 12:40:00 PM,Q448-01,PEU,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 12:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 12:49:00 PM,Q102,DEP,Social distancing,Social Distancing,12,0,Bench/sitting area,,,,,Queens
07/05/2020 12:48:00 PM,X045,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
07/05/2020 12:48:00 PM,B057,HPD,Patrons in an area closed to the public,Patrons in Closed Area,,,,Tennis courts,16,true,false,Brooklyn
07/05/2020 12:45:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
07/05/2020 12:46:00 PM,B080,DOHMH,Social distancing,Social Distancing,3,0,Bench/sitting area,,,,,Brooklyn
